conditionid,closingcondition,conditionfamily,conditionname,conditionpayload,configurable,consolidation,consolidationsleeptime,description,downstream,fetchdata,issnooze,priority,remediation,snooze,sourcesystem,underresearch,updatedtime
50043,,,,,,False,,,itsm,,False,,,,2.0,,
1004012,True,89,MS Lync - Failed to read Central Management database information from AD connection point (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1001984,False,11,SharePoint 2010 - Site synch failed,,,False,,,itsm,,False,,,,1.0,,
10260,False,4,MetaFrame COM Server - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
50343,,,,,,False,,,itsm,,False,,,,2.0,,
1130,False,1,Cannot find Domain Controller in domain,,,False,,,itsm,,False,,,,1.0,,
10181,False,2,AVG7 Remote Support Service (AvgAgent) - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
16812,False,89,Lync Server Master Replicator Agent- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1002729,True,5,Exchange 2013 - Messages stuck in the poison queue.,,,False,,,itsm,,False,,,,1.0,,
1118,False,1,The Knowledge Consistency Checker (KCC) has detected Generic error,,,False,,,itsm,,False,,,,1.0,,
50355,,,,,,False,,,itsm,,False,,,,2.0,,
11336,False,11,SharePoint 2010 VSS Writer- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1001529,False,11,Sharepoint - Failed to load index,,,False,,,itsm,,False,,,,1.0,,
1000410,False,7,Promise Message Agent - Fan Stopped,,,False,,,itsm,,False,,,,1.0,,
1000081,False,5,Exchange backup has stopped due checksum error in SLV file during backup - Backup Fails.,,,False,,,itsm,,False,,,,1.0,,
10371,False,29,Veritas weekly backup has failed to execute,,,False,,,itsm,,False,,,,1.0,,
16912,False,4,Citrix CPU Utilization Mgmt/Resource Mgmt- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1003220,False,89,MS Lync - Master Replicator Agent failed to read Central Management database information from AD connection point,,,False,,,itsm,,False,,,,1.0,,
1119,False,1,A call to the Intersite Messaging service that specifies the transport failed,,,False,,,itsm,,False,,,,1.0,,
11740,False,9,Windows Event Log- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
11563,False,73,VMware ESX/ESXi Host services dcbd,,,False,,,itsm,,False,,,,1.0,,
16785,False,16,Hyper-V Guest Service Interface- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
10437,False,2,BitDefender Mail Service v2 - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1000176,False,7,ServeRAID 7e SCSI Raid Controller Driver failed to allocate memory.,,,False,,,itsm,,False,,,,1.0,,
11484,False,73,VMware Host high datastore Utilization is observed,,,False,,,itsm,,False,,,,1.0,,
1001423,False,5,Exchange 2007/2010 - Microsoft Exchange Transport service on an Exchange Server 2007/2010 Hub server fails to start.,,,False,,,itsm,,False,,,,1.0,,
50152,,,,,,False,,,itsm,,False,,,,2.0,,
1002349,False,7,Fujitsu - Power supply status has become critical.,,,False,,,itsm,,False,,,,1.0,,
1001190,False,5,The Retry Mailbox Delivery Queue Length is Very HIGH,,,False,,,itsm,,False,,,,1.0,,
11633,False,29,Intronis backup job failed,,,False,,,itsm,,False,,,,1.0,,
50090,,,,,,False,,,itsm,,False,,,,2.0,,
1001818,False,11,SharePoint 2010 - Insufficient SQL Server Database Permissions,,,False,,,itsm,,False,,,,1.0,,
1004239,False,1,Azure AD Synchronization - Export to Azure AD failed with error,,,False,,,itsm,,False,,,,1.0,,
50034,,,,,,False,,,itsm,,False,,,,2.0,,
1000392,False,7,Promise Napa I2API - Disk timeout,,,False,,,itsm,,False,,,,1.0,,
1004211,False,12,SQL-The report server database is an invalid version.,,,False,,,itsm,,False,,,,1.0,,
1002068,False,16,Microsoft Hyper V - Virtual Machine configuration error,,,False,,,itsm,,False,,,,1.0,,
10228,False,2,eTFWService - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1003278,False,89,MS Lync - Failed to execute a stored procedure on the back-end.,,,False,,,itsm,,False,,,,1.0,,
10561,False,2,Sunbelt Vipre Enterprise agent - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
11419,False,16,Hyper-V Volume Shadow Copy Requestor- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
16947,False,4,Citrix Streaming Service- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
11815,False,92,Printer - Low Ink Level,,,False,,,itsm,,False,,,,1.0,,
1002674,False,5,MS Exchange - Transport authentication failed with an error.,,,False,,,itsm,,False,,,,1.0,,
50140,,,,,,False,,,itsm,,False,,,,2.0,,
1001553,False,11,Sharepoint - SQL Server database login failed,,,False,,,itsm,,False,,,,1.0,,
1001372,False,13,Exchange - Metabase update agent cannot access the Internet Information Services (IIS) metabase.,,,False,,,itsm,,False,,,,1.0,,
1000908,True,7,Storage Agents - Compaq Drive Array Logical Drive Status Changed to OK (Closing condition),,,False,,,itsm,,False,,,,1.0,,
50367,,,,,,False,,,itsm,,False,,,,2.0,,
1001093,False,26,DHCP Scope Full,,,False,,,itsm,,False,,,,1.0,,
11821,False,92,Printer Offline,,,False,,,itsm,,False,,,,1.0,,
11346,False,11,SharePoint 2010 Timer- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
16974,False,12,SQL Server Integration Services 11.0- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
11683,False,9,Local Session Manager- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001348,True,7,Adaptec SATA Raid Controller Device did not respond within the timeout period (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1000374,False,7,Network File System client re-director (NfsRdr) Delayed Write Failed.,,,False,,,itsm,,False,,,,1.0,,
1000110,False,5,Exchange database engine is unable to replay the log file sequence - Exchange Restore Fails,,,False,,,itsm,,False,,,,1.0,,
1000061,False,5,Exchange database is in an inconsistent state and cannot start.,,,False,,,itsm,,False,,,,1.0,,
1001366,False,5,Exchange 2000 - Virtual Memory fragmentation issue detected.,,,False,,,itsm,,False,,,,1.0,,
1000298,False,7,Adaptec CIO Array management - SCSI cannot open operating system driver or ASPI drive.,,,False,,,itsm,,False,,,,1.0,,
1003131,True,5,Exchange 2013 - Messages stuck in the Retry Mailbox Delivery Queue Length. (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1000963,False,7,MegaRAID Storage Manager - Battery backup unit (BBU) Retention test failed.,,,False,,,itsm,,False,,,,1.0,,
1003922,False,87,Windows Cluster - Ownership of cluster disk has been unexpectedly lost.,,,False,,,itsm,,False,,,,1.0,,
16740,False,2,COMODO Internet Security Helper Service- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001522,False,11,Sharepoint Server :-Backup failed due to timer job failure,,,False,,,itsm,,False,,,,1.0,,
50229,,,,,,False,,,itsm,,False,,,,2.0,,
1003694,True,89,"MS Lync - LS Master Replicator Agent, Failed to replicate to some replica machines in the topology (Closing condition)",,,False,,,itsm,,False,,,,1.0,,
1002428,False,7,Fujitsu - Consistency check failed on logical drive.,,,False,,,itsm,,False,,,,1.0,,
50180,,,,,,False,,,itsm,,False,,,,2.0,,
10224,False,7,Dell OpenManage ServerAgent EventMonitor or DSM SA Event Manager - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001369,False,5,Exchange Public store Database manual Store Dismount,,,False,,,itsm,,False,,,,1.0,,
1000877,False,7,Storage Agents - Compaq Storage System Temperature is Degraded.,,,False,,,itsm,,False,,,,1.0,,
10176,False,7,APC PBE Agent - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
10390,False,2,Antivirus application not installed on managed server,,,False,,,itsm,,False,,,,1.0,,
10535,False,2,Norton AntiVirus Server - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50217,,,,,,False,,,itsm,,False,,,,2.0,,
1000917,False,7,MegaRAID Storage Manager - Controller Battery is discharged.,,,False,,,itsm,,False,,,,1.0,,
1000981,False,7,MegaRAID Storage Manager - Possible hardware problems (Unknown).,,,False,,,itsm,,False,,,,1.0,,
1002731,True,5,Exchange 2013 - Messages stuck in the Retry Mailbox Delivery Queue Length.,,,False,,,itsm,,False,,,,1.0,,
16984,False,1,Microsoft Azure AD Sync- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1001552,False,11,Sharepoint SQL Server database is full,,,False,,,itsm,,False,,,,1.0,,
1002724,False,16,Microsoft Hyper V Virtual Machine replication suspended on the replica server,,,False,,,itsm,,False,,,,1.0,,
1000946,False,7,MegaRAID Storage Manager - Phy is bad on enclosure.,,,False,,,itsm,,False,,,,1.0,,
1000376,False,7,Virtual Machine Additions SCSI Device driver did not respond within the timeout Period.,,,False,,,itsm,,False,,,,1.0,,
1000316,True,7,SiS 180 RAID Controller Device responded within the timeout Period (Closing condition).,,,False,,,itsm,,False,,,,1.0,,
50127,,,,,,False,,,itsm,,False,,,,2.0,,
1000186,False,7,Disk - Write cache enabled on Disk,,,False,,,itsm,,False,,,,1.0,,
11607,False,5,Microsoft Exchange Server Extension for Windows Server Backup 2013- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
10484,False,7,HP Insight Event Notifier - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50325,,,,,,False,,,itsm,,False,,,,2.0,,
1001277,False,5,Exchange database engine is unable to read the database header,,,False,,,itsm,,False,,,,1.0,,
1001286,False,8,ISA Server detected a possible ping of death attack.,,,False,,,itsm,,False,,,,1.0,,
50002,,,,,,False,,,itsm,,False,,,,2.0,,
11704,False,9,RPC Endpoint Mapper- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1000201,True,9,Basic Performance Counter montoring - Disk Monitoring. (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1003088,False,26,DHCP Service - Server encountered the error when backing up the database.,,,False,,,itsm,,False,,,,1.0,,
1001349,False,7,Adaptec SATA Raid SCSI Controller Device not ready for access,,,False,,,itsm,,False,,,,1.0,,
1004224,False,16,Azure Hyper V Synchronization - Configuration file for VM could not be sent to the Azure Site Recovery (Failover may not be possible),,,False,,,itsm,,False,,,,1.0,,
1000029,False,5,Database engine unable to open log files.,,,False,,,itsm,,False,,,,1.0,,
10270,False,5,Microsoft Exchange Site Replication Service - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1003199,False,9,Performance Data - programs consumed the most virtual memory,,,False,,,itsm,,False,,,,1.0,,
1000330,False,7,Adaptec - I2O RAID Adapters Controller Driver Error,,,False,,,itsm,,False,,,,1.0,,
1003071,False,1,"AD DS - Server is the owner of FSMO role, but does not consider it valid",,,False,,,itsm,,False,,,,1.0,,
11631,False,29,VaultLogix backup failed for desktop,,,False,,,itsm,,False,,,,1.0,,
10505,False,5,Microsoft Exchange IMAP4 - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50169,,,,,,False,,,itsm,,False,,,,2.0,,
10272,False,9,MICROSOFT FIREWALL - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001488,False,5,Exchange 2010 - Average time for reading / Writing data to and from the Exchange active database file is delayed.,,,False,,,itsm,,False,,,,1.0,,
1001993,False,11,SharePoint 2010 - Unable to load authentication provider,,,False,,,itsm,,False,,,,1.0,,
1000414,False,7,Promise Message Agent - Disk Failure,,,False,,,itsm,,False,,,,1.0,,
1000916,True,7,Storage Agents - Fibre Channel Controller Status Changed to OK(Closing condition),,,False,,,itsm,,False,,,,1.0,,
1003436,True,5,MS Exchange - Mails may stuck in drafts folder. (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1002189,False,16,Microsoft Hyper V - Ownership of cluster disk has been unexpectedly lost by node,,,False,,,itsm,,False,,,,1.0,,
1003103,False,1,AD DS - Attempt to establish a replication link for the writable directory partition failed.,,,False,,,itsm,,False,,,,1.0,,
11357,False,13,Web Analytics Service- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1000389,False,9,SBS Server Monitoring.,,,False,,,itsm,,False,,,,1.0,,
1002874,False,1,"DNS - Server has encountered a critical error from Active Directory, Check if the Active Directory is functioning properly.",,,False,,,itsm,,False,,,,1.0,,
3112,True,1,DC holding GC role does not advertise as GC (Closing Condition),,,False,,,itsm,,False,,,,1.0,,
50012,,,,,,False,,,itsm,,False,,,,2.0,,
11694,False,9,Print Spooler- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1000313,True,7,LSI Logic Fusion-MPT MiniPort Driver Device responded within the timeout Period (Closing condition).,,,False,,,itsm,,False,,,,1.0,,
1081,False,1,NetBT transports test Failed,,,False,,,itsm,,False,,,,1.0,,
50047,,,,,,False,,,itsm,,False,,,,2.0,,
50276,,,,,,False,,,itsm,,False,,,,2.0,,
1002352,False,7,Fujitsu - An uncorrectable memory error was detected.,,,False,,,itsm,,False,,,,1.0,,
50045,,,,,,False,,,itsm,,False,,,,2.0,,
1000405,False,7,HighPoint HPT3xx ATA RAID Controller Device did not respond within the timeout Period.,,,False,,,itsm,,False,,,,1.0,,
10248,False,4,Independent Management Architecture - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1024,False,1,RPC issue due to secure channel broken OR LDAP Bind failed.,,,False,,,itsm,,False,,,,1.0,,
1001162,False,21,Performance Data - Processor user mode utilization is high,,,False,,,itsm,,False,,,,1.0,,
1000173,True,7,ServeRAID 7e SCSI Device responded within the timedout Period (Closing condition).,,,False,,,itsm,,False,,,,1.0,,
16802,False,89,Lync Server File Transfer Agent- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50195,,,,,,False,,,itsm,,False,,,,2.0,,
1000960,False,7,MegaRAID Storage Manager - Single-bit Error Correction Code (ECC) threshold error.,,,False,,,itsm,,False,,,,1.0,,
10259,False,2,McAfee Outbreak Manager - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
10670,False,2,BitDefender Update Server V2- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
11361,False,12,SQL Active Directory Helper Service- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1000146,False,5,Emails Stuck in Local Queue,,,False,,,itsm,,False,,,,1.0,,
1000930,False,7,MegaRAID Storage Manager - Global hot spare does not cover all array (Virtual Disk Failure).,,,False,,,itsm,,False,,,,1.0,,
50218,,,,,,False,,,itsm,,False,,,,2.0,,
1001820,False,11,SharePoint 2010 - The Application Pool Account Must Be Registered As A Kerberos Service Provider,,,False,,,itsm,,False,,,,1.0,,
11785,False,12,SQL Server (BKUPEXEC)- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1000274,True,7,LSI Logic Fusion-MPT MiniPort Driver Device ready for access (Closing condition).,,,False,,,itsm,,False,,,,1.0,,
16978,False,1,Azure AD Connect Health SYNc Indsights service- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1000072,False,5,Disk (I/O) problem prevents Exchange from gaining write access to a requested page in the database or to a transaction log - Mail Flow Down.,,,False,,,itsm,,False,,,,1.0,,
1001650,False,1,Active Directory - Domain controller is in USN rollback state,,,False,,,itsm,,False,,,,1.0,,
1000862,False,7,Storage Agents - External Array Physical Drive Status Changed to threshExceeded.,,,False,,,itsm,,False,,,,1.0,,
1001742,False,22,BlackBerry - Unable to connect to configuration database due to SQL server port bind failure,,,False,,,itsm,,False,,,,1.0,,
1003613,False,5,Exchange Online Maintenance task Interrupted and Terminated,,,False,,,itsm,,False,,,,1.0,,
1000182,False,7,Disk - Controller Error detected by a driver on a Disk.,,,False,,,itsm,,False,,,,1.0,,
1000253,False,7,Afamgt Controller timeout detected,,,False,,,itsm,,False,,,,1.0,,
50400,,,,,,False,,,itsm,,False,,,,2.0,,
17054,,,,,,False,,,itsm,,False,,,,2.0,,
10315,False,2,Sophos Anti-Virus - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1138,False,1,A thread in Active Directory Domain Services is waiting for the completion of a RPC made to the following directory service,,,False,,,itsm,,False,,,,1.0,,
10293,False,2,Norton AntiVirus Auto Protect Service - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001758,False,11,SharePoint 2010 - Windows SMTP Service Is Not Running Rule,,,False,,,itsm,,False,,,,1.0,,
10428,False,29,Backup Exec Device & Media Service - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1115,False,1,The Knowledge Consistency Checker (KCC) was unable to form a complete spanning tree network topology.,,,False,,,itsm,,False,,,,1.0,,
10207,False,22,BlackBerry MDS Connection Service - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
16776,False,16,Hyper-V Virtual Machine Management- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001770,False,11,SharePoint 2010 - Excel Calculation Services Memory Allocation Failed,,,False,,,itsm,,False,,,,1.0,,
50058,,,,,,False,,,itsm,,False,,,,2.0,,
1002297,True,7,HP SAS - A logical drive is in a degraded state (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1000010,False,5,Database Online maintenance skipped the pages - Performance issue may observed.,,,False,,,itsm,,False,,,,1.0,,
50020,,,,,,False,,,itsm,,False,,,,2.0,,
50274,,,,,,False,,,itsm,,False,,,,2.0,,
10443,False,22,BlackBerry Alert - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1001219,False,5,Some messages are stuck in the Outbox folder or the Drafts folder on a computer that is running Exchange Server 2007,,,False,,,itsm,,False,,,,1.0,,
1000871,False,7,Storage Agents - SCSI Tape Library Status Changed to Failed,,,False,,,itsm,,False,,,,1.0,,
10611,False,2,AVG9 Admin Server - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
17055,False,31,Azure Cloud Resource is unavailable,,,False,,,itsm,,False,,,,1.0,,
1002682,False,5,MS Exchange - Mobile users are unable to sync their device using Activesync.,,,False,,,itsm,,False,,,,1.0,,
50326,,,,,,False,,,itsm,,False,,,,2.0,,
16806,False,89,Lync Server Front-End- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
50103,,,,,,False,,,itsm,,False,,,,2.0,,
16909,False,4,Citrix CPU Utilization Mgmt/CPU Rebalancer- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
10184,False,2,AVG8 WatchDog - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
11575,False,73,VMware ESX/ESXi Host services vobd,,,False,,,itsm,,False,,,,1.0,,
50017,,,,,,False,,,itsm,,False,,,,2.0,,
1001570,False,11,Sharepoint-Database capacity warning reached,,,False,,,itsm,,False,,,,1.0,,
16817,False,89,Lync Server Application Sharing- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1116,False,1,The Knowledge Consistency Checker (KCC) has detected problems with the following directory partition.,,,False,,,itsm,,False,,,,1.0,,
10288,False,2,MSSQLSOPHOS - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1004214,False,16,Azure Hyper V Synchronization - Cannot replicate VM changes due to unspecified error,,,False,,,itsm,,False,,,,1.0,,
1000904,False,2,Mcafee Group Shield License has expired.,,,False,,,itsm,,False,,,,1.0,,
1089,False,1,Cannot find primary DNS server,,,False,,,itsm,,False,,,,1.0,,
11469,False,73,VMware Performance Memory Compressed Average exceeded threshold value,,,False,,,itsm,,False,,,,1.0,,
10187,False,29,Backup Exec Device & Media Service - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
10430,False,29,Backup Exec Oracle Agent - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
11527,False,73,vSphere Web Client- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
50369,,,,,,False,,,itsm,,False,,,,2.0,,
11580,False,5,Microsoft Exchange Diagnostics 2013- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50163,,,,,,False,,,itsm,,False,,,,2.0,,
1003502,True,89,MS Lync - The Mediation Server service has encountered a major call completion problem with the Front End. (Closing condition),,,False,,,itsm,,False,,,,1.0,,
10285,False,5,MS Exchange Transport - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
50040,,,,,,False,,,itsm,,False,,,,2.0,,
50100,,,,,,False,,,itsm,,False,,,,2.0,,
10438,False,2,BitDefender Mail Service v3 - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50086,,,,,,False,,,itsm,,False,,,,2.0,,
1000188,False,7,Adaptec AdvancedRAID Controller Hardware Failure,,,False,,,itsm,,False,,,,1.0,,
1000852,False,7,Storage Agents - External Array Logical Drive Status Changed to Rebuilding.,,,False,,,itsm,,False,,,,1.0,,
1003659,True,1,"AD DS - Active Directory lingering object detected, replication will be stopped. (Closing condition)",,,False,,,itsm,,False,,,,1.0,,
1003923,False,16,Microsoft Hyper V - Virtual Machine Health Critical,,,False,,,itsm,,False,,,,1.0,,
11492,False,69,Vault Shadowsnap backup agent(s) are outdated,,,False,,,itsm,,False,,,,1.0,,
1001247,True,21,Performance Data High Kernal Memory utilization in PoolPaged Bytes (Closing condition),,,False,,,itsm,,False,,,,1.0,,
50099,,,,,,False,,,itsm,,False,,,,2.0,,
10318,False,12,SQLServerAgent - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
50125,,,,,,False,,,itsm,,False,,,,2.0,,
1000953,False,7,MegaRAID Storage Manager - Bad block table is full. Unable to log block.,,,False,,,itsm,,False,,,,1.0,,
10529,False,2,MSSQL SOPHOS - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
16787,False,7,DSM SA Event Manager- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50364,,,,,,False,,,itsm,,False,,,,2.0,,
11334,False,11,SharePoint Foundation Server Search 14- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001385,True,22,BlackBerry - BlackBerry stopped Sending & receiving emails intermittently. - Closing Condition,,,False,,,itsm,,False,,,,1.0,,
1000051,False,5,Index of the store is in corrupt state - Store Dismount.,,,False,,,itsm,,False,,,,1.0,,
1001340,False,7,Nvidia SATA/RAID Critical error on disk,,,False,,,itsm,,False,,,,1.0,,
1002190,False,16,Microsoft Hyper V - Cluster service detected a problem with the witness resource,,,False,,,itsm,,False,,,,1.0,,
11333,False,11,SharePoint Foundation Server Search 14- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1000964,False,7,MegaRAID Storage Manager - The NVRAM is corrupt.,,,False,,,itsm,,False,,,,1.0,,
50388,,,,,,False,,,itsm,,False,,,,2.0,,
1003646,True,19,Remote Desktop Services - RD Session certificate will expire soon. (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1002288,False,12,SQL-Could not allocate space for object,,,False,,,itsm,,False,,,,1.0,,
1073,False,1,Time sever test failed with error,,,False,,,itsm,,False,,,,1.0,,
16808,False,89,Lync Server IM Conferencing- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
11583,False,5,Microsoft Exchange Health Manager 2013- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
11343,False,11,SharePoint 2010 Tracing- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001843,False,22,BlackBerry Messaging Agent will not start on the BlackBerry Enterprise Server,,,False,,,itsm,,False,,,,1.0,,
11496,False,36,Managed Desktop Third Party and MAC OSX Patch issues,,,False,,,itsm,,False,,,,1.0,,
50214,,,,,,False,,,itsm,,False,,,,2.0,,
1001357,True,7,Adaptec Windows SATA Storport Controller did not respond within the timeout period (Closing condition),,,False,,,itsm,,False,,,,1.0,,
10621,False,2,VIPRE Email Security Monitoring Service- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50392,,,,,,False,,,itsm,,False,,,,2.0,,
1003267,False,89,MS Lync - Unexpected exception occurred in the Exchange Unified Messaging Routing Application.,,,False,,,itsm,,False,,,,1.0,,
1001936,True,1,Active Directory DFSR - Communication broken between DFSR partners (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1001874,False,11,SharePoint Services - Encountered errors while indexing anchor text,,,False,,,itsm,,False,,,,1.0,,
1000215,False,7,Disk - System failed to flush data. Corruption may occur.,,,False,,,itsm,,False,,,,1.0,,
16850,False,89,Lync Server Response Group- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1000401,True,7,Highpoint ATA RAID HPT374 Controller Device ready for access (Closing condition).,,,False,,,itsm,,False,,,,1.0,,
50236,,,,,,False,,,itsm,,False,,,,2.0,,
1000343,False,7,IBM ServeRAID Controller detected a error.,,,False,,,itsm,,False,,,,1.0,,
5,False,32,Emergency low disk space issue observed,,,False,,,itsm,,False,,,,1.0,,
11787,False,12,SQLAgent SBSMONITORING- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1004316,True,1,AD DS - Directory partition has not been backed up. (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1001512,False,5,Exchange - The clustered Mailbox Server failed over the passive node with data loss,,,False,,,itsm,,False,,,,1.0,,
1002878,True,1,DNS - Server was unable to add or write an update of domain name to the Active Directory.,,,False,,,itsm,,False,,,,1.0,,
10205,False,22,BlackBerry Database Consistency Service - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1002435,True,9,Windows Operating System not activated. (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1000400,False,7,Highpoint ATA RAID HPT374 Controller Device not ready for access,,,False,,,itsm,,False,,,,1.0,,
16969,False,9,Microsoft Dynamics NAV Business Web Services- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
16002,False,36,Server reboot pending after patch installation (Elite / Preferred server care),,,False,,,itsm,,False,,,,1.0,,
1003467,False,5,Exchange - Domain Controller Servers in use are not responding.,,,False,,,itsm,,False,,,,1.0,,
1001664,False,5,Exchange 2007/2010 Edge Transport - Exchange Credential Service was unable to read the server configuration,,,False,,,itsm,,False,,,,1.0,,
50314,,,,,,False,,,itsm,,False,,,,2.0,,
10508,False,5,Microsoft Exchange Message Transfer Agent - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
16960,False,1,Active Directory Federation Service- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
10256,False,2,McAfee GroupShield - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001118,False,22,BlackBerry - BlackBerry dispatcher failed to connect to BES SQL database instance.,,,False,,,itsm,,False,,,,1.0,,
1004155,False,16,Hyper-V Replica failed to apply the log file onto the VHD for virtual machine,,,False,,,itsm,,False,,,,1.0,,
50142,,,,,,False,,,itsm,,False,,,,2.0,,
50374,,,,,,False,,,itsm,,False,,,,2.0,,
10433,False,29,BackupAssist - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
11489,False,32,Linux Emergency low disk space issue observed,,,False,,,itsm,,False,,,,1.0,,
10267,False,5,Microsoft Exchange Message Transfer Agent - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1002677,False,5,"MS Exchange - Microsoft Exchange Replication Service, VSS failure.",,,False,,,itsm,,False,,,,1.0,,
10385,False,36,Patch assessment process results not received from managed server for more than one week. (Server care / Proactive server care),,,False,,,itsm,,False,,,,1.0,,
16826,False,89,Lync Server Web Conferencing- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
16863,False,89,Lync Server Audio/Video Authentication- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001314,True,5,MSExchange AD Process LDAP read and Search Time is too high (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1002414,False,1,Active Directory - Active Directory Domain Services Internal Error.,,,False,,,itsm,,False,,,,1.0,,
11366,False,11,Windows SharePoint Services Tracing- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50147,,,,,,False,,,itsm,,False,,,,2.0,,
50252,,,,,,False,,,itsm,,False,,,,2.0,,
10304,False,7,RAID Storage Manager Agent - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
11290,False,2,Trend Micro Security Server Master Service- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
50359,,,,,,False,,,itsm,,False,,,,2.0,,
